round,client_id,shapley_value,flagged_status,rolling_variance,trend_slope,z_score
28,24,-0.014337741997316477,0,4.5682410129247255e-05,-0.7168870998658237,-7168.870998658239
28,25,0.0016292888633314066,0,5.899071555946104e-07,0.0814644431665703,814.6444316657033
28,28,0.01278512555108299,0,3.632431896821225e-05,0.6392562775541493,6392.562775541495
28,29,-0.03862373011309183,0,0.00033150945063310154,-1.4999999999999996,-19311.865056545914
29,1,0.0,0,3.6324318968212255e-05,2.577890099034382e-16,6392.562775541496
29,9,0.0,0,7.29941724807117e-06,1.222633623544187e-16,2865.6315890358387
29,10,0.0,0,7.368736441856623e-07,-3.73534343197496e-17,-910.4849530381434
29,13,0.0,0,2.939329771820928e-05,2.1351423493970777e-16,5750.431282346172
29,16,0.0,0,6.914038455765764e-06,-9.001307775480668e-17,-2788.959171937891
29,18,0.0,0,8.74634315227466e-05,-3.7391985938021343e-16,-9919.493962047154
29,24,0.0,0,4.5682410129247255e-05,-3.0473789105600183e-16,-7168.870998658239
29,25,0.0,0,5.899071555946103e-07,3.119557377757012e-17,814.6444316657033
29,28,0.0,0,3.6324318968212255e-05,2.497554215024271e-16,6392.562775541495
29,29,0.0,0,0.00033150945063310154,-6.714089543753864e-16,-19311.865056545914
30,1,0.004954260458423255,0,2.770295334958757e-05,-0.39154325463298695,2477.130229211628
30,9,0.00863398088189948,0,1.2868752617049038e-05,0.14513588519139006,4316.99044094974
30,10,-0.00028779936272997815,0,6.388190874453417e-07,0.07665852716731543,-143.89968136498908
30,13,0.011655874190564295,0,2.9794807942484457e-05,0.007750581293597357,5827.937095282148
30,16,0.00964127865145441,0,3.952126491873377e-05,0.7609598497665094,4820.639325727205
30,18,0.0073388837496145415,0,0.0001317868183617002,1.3588935836854423,3669.441874807271
30,24,0.006537156953438165,0,7.600740809107944e-05,1.043744947537732,3268.5784767190826
30,25,-0.012868742933497804,0,4.205022809672181e-05,-0.7249015898414604,-6434.371466748902
30,28,0.005694315962586089,0,2.7351583362115273e-05,-0.35454047942484535,2847.1579812930445
30,29,0.0072155411655874125,0,0.00040501059483573224,2.1892031735081057,3607.7705827937066
31,1,0.0,0,5.454377042199157e-06,9.18418185714473e-17,2477.130229211628
31,9,0.0,0,1.6565694637556824e-05,1.4877180818647824e-16,4316.99044094974
31,10,0.0,0,1.8406327375062567e-08,-5.1103723080399106e-18,-143.89968136498908
31,13,0.0,0,3.0190978476947304e-05,1.8268072771710737e-16,5827.937095282148
31,16,0.0,0,2.0656500896664563e-05,1.925897546667911e-16,4820.639325727205
31,18,0.0,0,1.1968714375634754e-05,1.1024409903352319e-16,3669.441874807271
